window_index,window_start_ms,lambda,count,fold
687,1900003435000,5.716796077701767,1,train
688,1900003440000,5.695863623139694,12,train
689,1900003445000,5.540687222126091,5,train
690,1900003450000,5.2999999999999945,2,train
691,1900003455000,5.040687222126078,3,train
692,1900003460000,4.829838219355254,3,train
693,1900003465000,4.71679607770176,8,train
694,1900003470000,4.720014576100207,11,train
695,1900003475000,4.822243186433537,6,train
696,1900003480000,4.97532889043738,6,train
697,1900003485000,5.113346203311574,4,train
698,1900003490000,5.170534732702268,9,train
699,1900003495000,5.099234928897198,6,train
700,1900003500000,4.883012701892244,4,train
701,1900003505000,4.541452293228839,5,train
702,1900003510000,4.125328890437406,0,train
703,1900003515000,3.703449874390225,1,train
704,1900003520000,3.3446856856628115,1,train
705,1900003525000,3.0999999999999863,4,train
706,1900003530000,5.989288910552755,13,train
707,1900003535000,8.9965501256098,11,train
708,1900003540000,6.074671109562591,10,train
709,1900003545000,3.158547706771122,4,train
710,1900003550000,3.1830127018922134,2,train
711,1900003555000,3.1007650711027996,2,train
712,1900003560000,2.8954906710821477,6,train
713,1900003565000,2.586653796688428,3,train
714,1900003570000,2.224671109562607,4,train
715,1900003575000,1.8777568135664247,1,train
716,1900003580000,1.6139600201153583,1,train
717,1900003585000,1.4832039222982385,2,train
718,1900003590000,1.5041363768603053,0,train
719,1900003595000,1.6593127778739334,2,train
720,1900003600000,1.9000000000000068,2,train
721,1900003605000,2.1593127778739243,2,train
722,1900003610000,2.3701617806447297,4,train
723,1900003615000,2.483203922298241,3,train
724,1900003620000,2.4799854238998087,1,train
725,1900003625000,2.377756813566465,4,train
726,1900003630000,2.224671109562594,0,train
727,1900003635000,2.0866537966884287,0,train
728,1900003640000,2.0294652672977356,1,train
729,1900003645000,2.1007650711027868,1,train
730,1900003650000,2.3169872981077964,4,train
731,1900003655000,2.6585477067711425,3,train
732,1900003660000,3.0746711095625776,3,train
733,1900003665000,3.4965501256097813,6,train
734,1900003670000,3.8553143143372326,6,train
735,1900003675000,4.099999999999995,6,train
736,1900003680000,4.210711089447239,10,train
737,1900003685000,4.203449874390203,5,train
738,1900003690000,4.125328890437418,7,train
739,1900003695000,4.04145229322886,3,train
740,1900003700000,4.01698729810779,10,train
741,1900003705000,4.099234928897225,3,train
742,1900003710000,4.304509328917839,5,train
743,1900003715000,4.6133462033115515,3,train
744,1900003720000,4.975328890437398,6,train
745,1900003725000,5.322243186433543,2,train
746,1900003730000,5.586039979884644,9,train
747,1900003735000,5.716796077701764,7,train
748,1900003740000,5.695863623139681,5,train
749,1900003745000,5.540687222126065,4,train
750,1900003750000,5.30000000000002,6,train
751,1900003755000,5.040687222126076,6,train
752,1900003760000,4.829838219355249,6,train
753,1900003765000,4.716796077701757,5,train
754,1900003770000,4.720014576100199,4,train
755,1900003775000,4.8222431864335205,3,train
756,1900003780000,4.975328890437404,4,train
757,1900003785000,5.113346203311561,3,train
758,1900003790000,5.170534732702278,2,train
759,1900003795000,5.0992349288971885,4,train
760,1900003800000,4.883012701892198,6,train
761,1900003805000,4.541452293228873,6,train
762,1900003810000,4.125328890437443,3,train
763,1900003815000,3.703449874390163,5,train
764,1900003820000,3.3446856856627982,5,train
765,1900003825000,3.099999999999999,2,train
766,1900003830000,2.9892889105527556,2,train
767,1900003835000,2.996550125609817,5,train
768,1900003840000,3.0746711095625776,2,train
769,1900003845000,3.1585477067711114,2,train
770,1900003850000,3.1830127018922187,8,train
771,1900003855000,3.1007650711027903,4,train
772,1900003860000,2.8954906710821557,4,train
773,1900003865000,2.5866537966884584,6,train
774,1900003870000,2.224671109562568,2,train
775,1900003875000,1.8777568135664529,1,train
776,1900003880000,1.613960020115376,1,train
777,1900003885000,1.4832039222982423,1,train
778,1900003890000,1.5041363768603044,4,train
779,1900003895000,1.6593127778739347,4,train
780,1900003900000,1.8999999999999813,2,train
781,1900003905000,2.1593127778739527,4,train
782,1900003910000,2.370161780644753,5,train
783,1900003915000,2.4832039222982374,2,train
784,1900003920000,2.4799854238998025,1,train
785,1900003925000,2.377756813566468,1,train
786,1900003930000,2.2246711095625837,7,train
787,1900003935000,2.086653796688442,0,train
788,1900003940000,2.0294652672977387,1,train
789,1900003945000,2.100765071102796,2,train
790,1900003950000,2.316987298107773,3,train
791,1900003955000,2.658547706771133,4,train
792,1900003960000,3.074671109562592,2,train
793,1900003965000,3.4965501256098204,3,train
794,1900003970000,3.8553143143372077,5,train
795,1900003975000,4.099999999999982,4,train
796,1900003980000,4.210711089447235,4,train
797,1900003985000,4.203449874390213,5,train
798,1900003990000,4.125328890437426,1,train
799,1900003995000,4.041452293228871,4,train
800,1900004000000,4.016987298107785,5,train
801,1900004005000,4.099234928897214,2,train
802,1900004010000,4.304509328917817,3,train
803,1900004015000,4.613346203311587,5,train
804,1900004020000,4.975328890437408,6,train
805,1900004025000,5.32224318643354,4,train
806,1900004030000,5.586039979884626,10,train
807,1900004035000,5.716796077701767,9,train
808,1900004040000,5.695863623139691,7,train
809,1900004045000,5.540687222126086,7,train
810,1900004050000,5.300000000000017,4,train
811,1900004055000,5.040687222126072,7,train
812,1900004060000,4.82983821935525,6,train
813,1900004065000,4.716796077701761,5,train
814,1900004070000,4.7200145761002,8,train
815,1900004075000,4.822243186433542,5,train
816,1900004080000,4.975328890437386,3,train
817,1900004085000,5.113346203311554,8,train
818,1900004090000,5.170534732702272,8,train
819,1900004095000,5.099234928897198,8,train
820,1900004100000,4.883012701892222,6,train
821,1900004105000,4.541452293228906,5,train
822,1900004110000,4.125328890437401,7,train
823,1900004115000,3.7034498743901976,4,train
824,1900004120000,3.3446856856628098,1,train
825,1900004125000,3.099999999999987,5,train
826,1900004130000,2.9892889105527596,2,train
827,1900004135000,2.996550125609807,4,train
828,1900004140000,3.0746711095625643,3,train
829,1900004145000,3.158547706771128,1,train
830,1900004150000,3.1830127018922165,2,train
831,1900004155000,3.1007650711028,2,train
832,1900004160000,2.895490671082145,1,train
833,1900004165000,2.586653796688408,1,train
834,1900004170000,2.224671109562601,2,train
835,1900004175000,1.877756813566481,2,train
836,1900004180000,1.6139600201153461,3,train
837,1900004185000,1.4832039222982387,1,train
838,1900004190000,1.5041363768603087,1,train
839,1900004195000,1.659312777873914,0,train
840,1900004200000,1.9000000000000128,2,train
841,1900004205000,5.15931277787393,7,train
842,1900004210000,8.370161780644738,1,train
843,1900004215000,5.483203922298241,3,train
844,1900004220000,2.4799854238998056,2,train
845,1900004225000,2.3777568135664593,4,train
846,1900004230000,2.2246711095626015,1,train
847,1900004235000,2.086653796688423,2,train
848,1900004240000,2.029465267297732,2,train
849,1900004245000,2.100765071102786,2,train
850,1900004250000,2.3169872981077635,3,train
851,1900004255000,2.658547706771147,2,train
852,1900004260000,3.0746711095626056,4,train
853,1900004265000,3.4965501256097857,8,train
854,1900004270000,3.8553143143372353,2,train
855,1900004275000,4.100000000000018,3,train
856,1900004280000,4.210711089447235,7,train
857,1900004285000,4.203449874390198,5,train
858,1900004290000,4.125328890437435,9,train
859,1900004295000,4.041452293228854,5,train
860,1900004300000,4.016987298107788,2,train
861,1900004305000,4.0992349288972045,3,train
862,1900004310000,4.304509328917842,2,train
863,1900004315000,4.613346203311557,9,train
864,1900004320000,4.975328890437403,9,train
865,1900004325000,5.322243186433548,6,train
866,1900004330000,5.586039979884647,8,train
867,1900004335000,5.716796077701762,7,train
868,1900004340000,5.695863623139701,6,train
869,1900004345000,5.54068722212606,7,train
870,1900004350000,5.300000000000014,6,train
871,1900004355000,5.040687222126069,1,train
872,1900004360000,4.829838219355266,3,train
873,1900004365000,4.7167960777017575,10,train
874,1900004370000,4.720014576100193,6,train
875,1900004375000,4.822243186433526,6,train
876,1900004380000,4.97532889043741,2,train
877,1900004385000,5.11334620331155,4,train
878,1900004390000,5.170534732702282,6,train
879,1900004395000,5.099234928897209,9,train
880,1900004400000,4.883012701892195,2,train
881,1900004405000,4.541452293228868,3,train
882,1900004410000,4.125328890437439,4,train
883,1900004415000,3.703449874390207,5,train
884,1900004420000,3.344685685662796,3,train
885,1900004425000,3.0999999999999996,1,train
886,1900004430000,2.989288910552759,3,train
887,1900004435000,2.996550125609799,5,train
888,1900004440000,3.0746711095625847,6,train
889,1900004445000,3.1585477067711167,7,train
890,1900004450000,3.183012701892208,4,train
891,1900004455000,3.1007650711027908,4,train
892,1900004460000,2.895490671082153,3,train
893,1900004465000,2.586653796688438,1,train
894,1900004470000,2.224671109562634,1,train
895,1900004475000,1.877756813566448,1,train
896,1900004480000,1.6139600201153639,4,train
897,1900004485000,1.4832039222982427,3,train
898,1900004490000,1.5041363768603075,2,train
899,1900004495000,1.65931277787394,3,train
900,1900004500000,1.8999999999999873,4,train
901,1900004505000,2.159312777873906,3,train
902,1900004510000,2.3701617806447555,0,train
903,1900004515000,2.483203922298237,3,train
904,1900004520000,2.479985423899799,4,train
905,1900004525000,2.3777568135664753,4,train
906,1900004530000,2.2246711095625913,0,train
907,1900004535000,2.0866537966884366,1,train
908,1900004540000,2.0294652672977356,1,train
909,1900004545000,2.100765071102815,1,train
910,1900004550000,2.3169872981077755,3,train
911,1900004555000,2.658547706771138,2,train
912,1900004560000,3.0746711095625683,3,train
913,1900004565000,3.496550125609824,3,train
914,1900004570000,3.85531431433721,2,train
915,1900004575000,4.100000000000005,4,train
916,1900004580000,4.210711089447221,4,train
917,1900004585000,4.2034498743902065,4,train
918,1900004590000,4.1253288904374195,6,train
919,1900004595000,4.041452293228865,3,train
920,1900004600000,4.016987298107781,8,train
921,1900004605000,4.099234928897213,5,train
922,1900004610000,4.30450932891782,7,train
923,1900004615000,4.613346203311551,6,train
924,1900004620000,4.975328890437413,3,train
925,1900004625000,5.322243186433556,4,train
926,1900004630000,5.586039979884629,5,train
927,1900004635000,5.716796077701758,7,train
928,1900004640000,5.695863623139693,0,train
929,1900004645000,5.54068722212608,9,train
930,1900004650000,5.300000000000011,5,train
931,1900004655000,5.040687222126064,3,train
932,1900004660000,4.829838219355247,6,train
933,1900004665000,4.716796077701761,10,train
934,1900004670000,4.720014576100185,3,train
935,1900004675000,4.822243186433547,3,train
936,1900004680000,4.975328890437392,3,train
937,1900004685000,5.11334620331156,4,train
938,1900004690000,5.170534732702278,3,train
939,1900004695000,5.0992349288972,2,train
940,1900004700000,4.883012701892219,6,train
941,1900004705000,4.541452293228901,5,train
942,1900004710000,4.1253288904373955,3,train
943,1900004715000,3.703449874390193,6,train
944,1900004720000,3.3446856856627836,2,train
945,1900004725000,3.100000000000012,5,train
946,1900004730000,2.989288910552763,0,train
947,1900004735000,2.996550125609789,3,train
948,1900004740000,3.074671109562571,3,train
949,1900004745000,3.1585477067711305,3,train
950,1900004750000,3.1830127018922,2,train
951,1900004755000,3.100765071102801,2,train
952,1900004760000,2.8954906710821753,4,train
953,1900004765000,2.5866537966884033,0,train
954,1900004770000,2.2246711095625957,2,train
955,1900004775000,1.8777568135664766,3,train
956,1900004780000,1.6139600201153677,1,train
957,1900004785000,1.483203922298239,3,train
958,1900004790000,1.5041363768603118,0,train
959,1900004795000,1.6593127778739192,0,train
960,1900004800000,1.8999999999999617,0,train
961,1900004805000,2.1593127778739345,5,train
962,1900004810000,2.37016178064474,1,train
963,1900004815000,2.4832039222982405,1,train
964,1900004820000,2.4799854238998025,0,train
965,1900004825000,2.377756813566454,1,train
966,1900004830000,2.2246711095626095,1,train
967,1900004835000,2.08665379668845,4,train
968,1900004840000,2.0294652672977285,3,train
969,1900004845000,2.100765071102805,2,train
970,1900004850000,2.3169872981077657,4,train
971,1900004855000,2.6585477067711514,5,train
972,1900004860000,3.074671109562611,4,train
973,1900004865000,3.49655012560979,4,train
974,1900004870000,3.8553143143371846,1,train
975,1900004875000,4.100000000000017,4,train
976,1900004880000,4.210711089447232,5,train
977,1900004885000,4.203449874390191,9,train
978,1900004890000,4.125328890437433,4,train
979,1900004895000,4.041452293228895,2,train
980,1900004900000,4.016987298107783,3,train
981,1900004905000,4.099234928897204,6,train
982,1900004910000,4.304509328917861,4,train
983,1900004915000,4.613346203311586,3,train
984,1900004920000,4.975328890437381,3,train
985,1900004925000,5.3222431864335285,2,train
986,1900004930000,5.586039979884636,6,train
987,1900004935000,5.716796077701762,3,train
988,1900004940000,5.695863623139689,7,train
989,1900004945000,5.540687222126102,3,train
990,1900004950000,5.299999999999979,4,train
991,1900004955000,5.040687222126088,8,train
992,1900004960000,4.8298382193552625,6,train
993,1900004965000,4.7167960777017575,7,train
994,1900004970000,4.720014576100196,7,train
995,1900004975000,4.822243186433557,3,train
996,1900004980000,4.975328890437374,8,train
997,1900004985000,5.11334620331158,10,train
998,1900004990000,5.170534732702253,3,train
999,1900004995000,5.09923492889721,8,train
1000,1900005000000,4.883012701892229,5,train
1001,1900005005000,4.541452293228842,4,train
1002,1900005010000,4.125328890437405,4,train
1003,1900005015000,6.703449874390227,8,train
1004,1900005020000,9.344685685662757,7,train
1005,1900005025000,6.1000000000000005,4,train
1006,1900005030000,2.989288910552763,0,train
1007,1900005035000,2.996550125609804,3,train
1008,1900005040000,3.0746711095625914,5,test
1009,1900005045000,3.158547706771147,2,test
1010,1900005050000,3.183012701892198,2,test
1011,1900005055000,3.100765071102811,3,test
1012,1900005060000,2.895490671082165,3,test
1013,1900005065000,2.5866537966884335,0,test
1014,1900005070000,2.2246711095626,2,test
1015,1900005075000,1.8777568135664433,6,test
1016,1900005080000,1.613960020115347,1,test
1017,1900005085000,1.4832039222982354,2,test
1018,1900005090000,1.5041363768603015,2,test
1019,1900005095000,1.6593127778739205,1,test
1020,1900005100000,1.899999999999993,1,test
1021,1900005105000,2.159312777873936,2,test
1022,1900005110000,2.370161780644725,4,test
1023,1900005115000,2.4832039222982445,2,test
1024,1900005120000,2.47998542389981,4,test
1025,1900005125000,2.37775681356647,2,test
1026,1900005130000,2.224671109562613,4,test
1027,1900005135000,2.086653796688431,3,test
1028,1900005140000,2.0294652672977174,3,test
1029,1900005145000,2.1007650711027948,1,test
1030,1900005150000,2.316987298107792,2,test
1031,1900005155000,2.6585477067711176,1,test
1032,1900005160000,3.0746711095625736,2,test
1033,1900005165000,3.4965501256097804,7,test
1034,1900005170000,3.855314314337212,4,test
1035,1900005175000,4.100000000000005,7,test
1036,1900005180000,4.210711089447257,1,test
1037,1900005185000,4.203449874390175,5,test
1038,1900005190000,4.125328890437441,6,test
1039,1900005195000,4.041452293228881,5,test
1040,1900005200000,4.016987298107772,0,test
1041,1900005205000,4.0992349288972125,2,test
1042,1900005210000,4.304509328917854,6,test
1043,1900005215000,4.613346203311531,2,test
1044,1900005220000,4.9753288904373765,5,test
1045,1900005225000,5.322243186433536,9,test
1046,1900005230000,5.586039979884632,9,test
1047,1900005235000,5.716796077701758,8,test
1048,1900005240000,5.695863623139689,5,test
1049,1900005245000,5.540687222126051,4,test
1050,1900005250000,5.300000000000034,5,test
1051,1900005255000,5.040687222126087,1,test
1052,1900005260000,4.829838219355254,5,test
1053,1900005265000,4.716796077701761,13,test
1054,1900005270000,4.720014576100203,3,test
1055,1900005275000,4.822243186433503,5,test
1056,1900005280000,4.975328890437427,3,test
1057,1900005285000,5.113346203311542,8,test
1058,1900005290000,5.170534732702263,6,test
1059,1900005295000,5.0992349288972,3,test
1060,1900005300000,4.883012701892216,5,test
1061,1900005305000,4.541452293228851,5,test
1062,1900005310000,4.125328890437471,3,test
1063,1900005315000,3.703449874390164,3,test
1064,1900005320000,3.3446856856627956,2,test
1065,1900005325000,3.100000000000013,6,test
1066,1900005330000,2.989288910552777,5,test
1067,1900005335000,2.996550125609795,4,test
1068,1900005340000,3.0746711095626056,4,test
1069,1900005345000,3.158547706771112,3,test
1070,1900005350000,3.183012701892218,5,test
1071,1900005355000,3.100765071102782,2,test
1072,1900005360000,2.8954906710821726,1,test
1073,1900005365000,2.5866537966884398,4,test
1074,1900005370000,2.224671109562576,5,test
1075,1900005375000,1.877756813566447,1,test
1076,1900005380000,1.6139600201153792,3,test
1077,1900005385000,1.4832039222982394,2,test
1078,1900005390000,1.5041363768603007,2,test
1079,1900005395000,1.6593127778739243,2,test
1080,1900005400000,1.899999999999996,3,test
1081,1900005405000,2.1593127778739394,1,test
1082,1900005410000,2.370161780644757,3,test
1083,1900005415000,2.48320392229824,2,test
1084,1900005420000,2.4799854238998034,1,test
1085,1900005425000,2.377756813566473,1,test
1086,1900005430000,2.2246711095626033,1,test
1087,1900005435000,2.08665379668842,3,test
1088,1900005440000,2.029465267297725,1,test
1089,1900005445000,2.100765071102804,0,test
1090,1900005450000,2.316987298107775,1,test
1091,1900005455000,2.658547706771109,3,test
1092,1900005460000,3.0746711095625874,2,test
1093,1900005465000,3.4965501256098177,6,test
1094,1900005470000,3.855314314337201,8,test
1095,1900005475000,4.0999999999999925,3,test
1096,1900005480000,4.210711089447238,4,test
1097,1900005485000,4.20344987439021,3,test
1098,1900005490000,4.125328890437427,6,test
1099,1900005495000,4.041452293228889,1,test
1100,1900005500000,4.01698729810778,4,test
1101,1900005505000,4.099234928897204,3,test
1102,1900005510000,4.304509328917818,6,test
1103,1900005515000,4.61334620331159,5,test
1104,1900005520000,4.975328890437385,5,test
1105,1900005525000,5.322243186433532,9,test
1106,1900005530000,5.586039979884628,9,test
1107,1900005535000,5.716796077701762,6,test
1108,1900005540000,5.695863623139686,9,test
1109,1900005545000,5.540687222126099,5,test
1110,1900005550000,5.299999999999974,6,test
1111,1900005555000,5.040687222126083,2,test
1112,1900005560000,4.829838219355255,6,test
1113,1900005565000,4.7167960777017655,8,test
1114,1900005570000,4.720014576100199,8,test
1115,1900005575000,4.82224318643355,1,test
1116,1900005580000,4.97532889043738,5,test
1117,1900005585000,5.113346203311552,5,test
1118,1900005590000,5.170534732702258,8,test
1119,1900005595000,5.099234928897211,7,test
1120,1900005600000,4.883012701892226,5,test
1121,1900005605000,4.541452293228838,4,test
1122,1900005610000,4.1253288904374,2,test
1123,1900005615000,3.7034498743902224,4,test
1124,1900005620000,3.344685685662806,5,test
1125,1900005625000,3.0999999999999774,1,test
1126,1900005630000,2.9892889105527667,2,test
1127,1900005635000,2.9965501256098097,5,test
1128,1900005640000,3.0746711095625407,2,test
1129,1900005645000,3.158547706771153,6,test
1130,1900005650000,3.183012701892202,3,test
1131,1900005655000,3.100765071102792,3,test
1132,1900005660000,2.895490671082163,2,test
1133,1900005665000,2.586653796688429,3,test
1134,1900005670000,2.22467110956258,2,test
1135,1900005675000,1.8777568135665,6,test
1136,1900005680000,1.6139600201153446,3,test
1137,1900005685000,1.4832039222982356,0,test
1138,1900005690000,1.5041363768603047,2,test
1139,1900005695000,1.6593127778739283,3,test
1140,1900005700000,1.899999999999999,5,test
1141,1900005705000,2.159312777873941,4,test
1142,1900005710000,2.3701617806447275,8,test
1143,1900005715000,2.4832039222982436,1,test
1144,1900005720000,2.4799854238998167,0,test
1145,1900005725000,2.377756813566464,1,test
1146,1900005730000,2.2246711095625926,4,test
1147,1900005735000,2.0866537966884415,2,test
1148,1900005740000,2.029465267297714,1,test
1149,1900005745000,2.100765071102794,3,test
1150,1900005750000,2.3169872981077653,0,test
1151,1900005755000,2.658547706771122,2,test
1152,1900005760000,6.074671109562579,4,test
1153,1900005765000,9.496550125609808,8,test
1154,1900005770000,6.855314314337214,3,test
1155,1900005775000,4.100000000000004,4,test
1156,1900005780000,4.210711089447252,5,test
1157,1900005785000,4.203449874390195,6,test
1158,1900005790000,4.125328890437435,6,test
1159,1900005795000,4.041452293228875,7,test
1160,1900005800000,4.016987298107767,3,test
1161,1900005805000,4.099234928897193,3,test
1162,1900005810000,4.304509328917857,7,test
1163,1900005815000,4.6133462033115515,3,test
1164,1900005820000,4.975328890437382,8,test
1165,1900005825000,5.32224318643354,6,test
1166,1900005830000,5.586039979884644,8,test
1167,1900005835000,5.716796077701758,5,test
1168,1900005840000,5.69586362313971,4,test
1169,1900005845000,5.540687222126048,7,test
1170,1900005850000,5.300000000000027,3,test
1171,1900005855000,5.040687222126082,8,test
1172,1900005860000,4.829838219355255,5,test
1173,1900005865000,4.716796077701762,3,test
1174,1900005870000,4.720014576100206,6,test
1175,1900005875000,4.822243186433509,10,test
1176,1900005880000,4.975328890437433,5,test
1177,1900005885000,5.113346203311547,2,test
1178,1900005890000,5.170534732702269,5,test
1179,1900005895000,5.0992349288972205,4,test
1180,1900005900000,4.8830127018922145,3,test
1181,1900005905000,4.541452293228847,3,test
1182,1900005910000,4.1253288904374426,3,test
1183,1900005915000,3.703449874390233,4,test
1184,1900005920000,3.3446856856627933,3,test
1185,1900005925000,3.09999999999999,9,test
1186,1900005930000,2.989288910552781,2,test
1187,1900005935000,2.996550125609801,1,test
1188,1900005940000,3.07467110956259,4,test
1189,1900005945000,3.158547706771118,4,test
1190,1900005950000,3.183012701892214,7,test
1191,1900005955000,3.1007650711027828,3,test
1192,1900005960000,2.895490671082171,6,test
1193,1900005965000,2.586653796688435,3,test
1194,1900005970000,2.2246711095626415,1,test
1195,1900005975000,1.8777568135664426,2,test
1196,1900005980000,1.6139600201153765,0,test
1197,1900005985000,1.4832039222982394,2,test
1198,1900005990000,1.5041363768602987,2,test
1199,1900005995000,1.6593127778739296,3,test
1200,1900006000000,1.900000000000002,2,test
1201,1900006005000,2.1593127778738954,1,test
1202,1900006010000,2.37016178064476,3,test
1203,1900006015000,2.48320392229824,1,test
1204,1900006020000,2.47998542389981,2,test
1205,1900006025000,2.3777568135664557,0,test
1206,1900006030000,2.224671109562597,1,test
1207,1900006035000,2.0866537966884304,4,test
1208,1900006040000,2.0294652672977316,3,test
1209,1900006045000,2.1007650711028036,2,test
1210,1900006050000,2.316987298107777,0,test
1211,1900006055000,2.658547706771113,6,test
1212,1900006060000,3.0746711095625696,2,test
1213,1900006065000,3.496550125609822,5,test
1214,1900006070000,3.8553143143372033,4,test
1215,1900006075000,4.099999999999992,3,test
1216,1900006080000,4.210711089447238,4,test
1217,1900006085000,4.203449874390228,4,test
1218,1900006090000,4.1253288904374195,1,test
1219,1900006095000,4.041452293228861,4,test
1220,1900006100000,4.016987298107797,4,test
1221,1900006105000,4.099234928897202,6,test
1222,1900006110000,4.3045093289178205,2,test
1223,1900006115000,4.613346203311546,3,test
1224,1900006120000,4.975328890437405,5,test
1225,1900006125000,5.322243186433536,2,test
1226,1900006130000,5.586039979884631,4,test
1227,1900006135000,5.716796077701762,8,test
1228,1900006140000,5.695863623139687,7,test
1229,1900006145000,5.5406872221260945,4,test
1230,1900006150000,5.300000000000025,7,test
1231,1900006155000,5.040687222126078,6,test
1232,1900006160000,4.829838219355257,5,test
1233,1900006165000,4.716796077701758,2,test
1234,1900006170000,4.720014576100184,6,test
1235,1900006175000,4.822243186433555,10,test
1236,1900006180000,4.975328890437387,4,test
1237,1900006185000,5.113346203311542,2,test
1238,1900006190000,5.170534732702278,3,test
1239,1900006195000,5.099234928897191,4,test
1240,1900006200000,4.883012701892223,4,test
1241,1900006205000,4.541452293228926,4,test
1242,1900006210000,4.125328890437395,3,test
1243,1900006215000,3.703449874390195,4,test
1244,1900006220000,3.3446856856628044,3,test
1245,1900006225000,3.1000000000000267,3,test
1246,1900006230000,2.9892889105527702,2,test
1247,1900006235000,2.996550125609792,3,test
1248,1900006240000,3.0746711095625474,1,test
1249,1900006245000,3.158547706771137,5,test
1250,1900006250000,3.183012701892205,2,test
1251,1900006255000,3.1007650711028125,5,test
1252,1900006260000,2.89549067108216,2,test
1253,1900006265000,2.5866537966884087,1,test
1254,1900006270000,2.2246711095625753,3,test
1255,1900006275000,1.8777568135664955,1,test
1256,1900006280000,1.6139600201153703,3,test
1257,1900006285000,1.4832039222982434,0,test
1258,1900006290000,1.5041363768603027,1,test
1259,1900006295000,1.6593127778739336,3,test
1260,1900006300000,1.9000000000000048,2,test
1261,1900006305000,2.159312777873946,2,test
1262,1900006310000,2.370161780644735,2,test
1263,1900006315000,2.483203922298236,2,test
1264,1900006320000,2.479985423899813,5,test
1265,1900006325000,2.3777568135664584,3,test
1266,1900006330000,2.2246711095626006,1,test
1267,1900006335000,2.086653796688469,4,test
1268,1900006340000,2.0294652672977285,3,test
1269,1900006345000,2.1007650711027934,1,test
1270,1900006350000,2.316987298107747,2,test
1271,1900006355000,2.6585477067711265,0,test
1272,1900006360000,3.074671109562607,6,test
1273,1900006365000,3.496550125609813,2,test
1274,1900006370000,3.855314314337164,1,test
1275,1900006375000,4.100000000000003,6,test
1276,1900006380000,4.210711089447225,6,test
1277,1900006385000,4.203449874390213,5,test
1278,1900006390000,4.125328890437405,3,test
1279,1900006395000,4.041452293228869,5,test
1280,1900006400000,4.016987298107765,5,test
1281,1900006405000,4.099234928897212,5,test
1282,1900006410000,4.304509328917876,0,test
1283,1900006415000,4.613346203311555,3,test
1284,1900006420000,4.975328890437386,5,test
1285,1900006425000,5.322243186433545,8,test
1286,1900006430000,5.586039979884637,2,test
1287,1900006435000,5.7167960777017655,9,test
1288,1900006440000,5.695863623139707,5,test
1289,1900006445000,5.540687222126088,8,test
1290,1900006450000,5.300000000000022,7,test
1291,1900006455000,5.040687222126074,6,test
1292,1900006460000,4.829838219355253,6,test
1293,1900006465000,4.716796077701755,5,test
1294,1900006470000,4.720014576100208,7,test
1295,1900006475000,4.822243186433527,7,test
1296,1900006480000,4.975328890437383,5,test
1297,1900006485000,5.113346203311536,4,test
1298,1900006490000,5.170534732702271,9,test
1299,1900006495000,5.099234928897221,4,test
1300,1900006500000,4.88301270189224,5,test
1301,1900006505000,4.54145229322882,7,test
1302,1900006510000,4.125328890437437,4,test
1303,1900006515000,3.703449874390228,4,test
1304,1900006520000,3.3446856856627907,3,test
1305,1900006525000,3.1000000000000147,2,test
1306,1900006530000,2.98928891055276,4,test
1307,1900006535000,2.9965501256097813,2,test
1308,1900006540000,3.0746711095625963,5,test
1309,1900006545000,3.158547706771124,7,test
1310,1900006550000,3.1830127018921965,3,test
1311,1900006555000,3.1007650711028028,2,test
1312,1900006560000,2.895490671082215,2,test
1313,1900006565000,2.5866537966884304,3,test
1314,1900006570000,2.2246711095625655,1,test
1315,1900006575000,1.8777568135664868,3,test
1316,1900006580000,1.613960020115364,0,test
1317,1900006585000,1.4832039222982247,2,test
1318,1900006590000,1.5041363768603118,0,test
1319,1900006595000,1.6593127778739347,1,test
1320,1900006600000,1.8999999999999508,0,test
1321,1900006605000,2.1593127778739003,3,test
1322,1900006610000,2.3701617806447675,2,test
1323,1900006615000,2.48320392229824,5,test
1324,1900006620000,2.479985423899797,2,test
1325,1900006625000,2.377756813566462,1,test
1326,1900006630000,2.224671109562633,3,test
1327,1900006635000,5.086653796688425,3,test
1328,1900006640000,8.029465267297736,14,test
1329,1900006645000,5.100765071102803,7,test
1330,1900006650000,2.316987298107758,0,test
1331,1900006655000,2.658547706771046,3,test
1332,1900006660000,3.0746711095625745,3,test
1333,1900006665000,3.4965501256098266,4,test
1334,1900006670000,3.8553143143371766,2,test
1335,1900006675000,4.100000000000015,1,test
1336,1900006680000,4.210711089447255,5,test
1337,1900006685000,4.203449874390175,3,test
1338,1900006690000,4.125328890437412,1,test
1339,1900006695000,4.041452293228877,2,test
1340,1900006700000,4.016987298107801,4,test
1341,1900006705000,4.099234928897221,6,test
1342,1900006710000,4.304509328917822,10,test
1343,1900006715000,4.613346203311533,3,test
1344,1900006720000,4.975328890437397,7,test
1345,1900006725000,5.3222431864334805,5,test
1346,1900006730000,5.586039979884642,6,test
1347,1900006735000,5.716796077701769,9,test
1348,1900006740000,5.695863623139707,9,test
1349,1900006745000,5.5406872221260866,5,test
1350,1900006750000,5.299999999999962,7,test
1351,1900006755000,5.040687222126075,6,test
1352,1900006760000,4.829838219355249,6,test
1353,1900006765000,4.7167960777017655,4,test
1354,1900006770000,4.720014576100177,3,test
1355,1900006775000,4.822243186433549,4,test
1356,1900006780000,4.975328890437407,6,test
